개인적으로 새해 큰 소망이 있다. 대한민국에서 사라져야할 1)친일자유당. 2)태극기부대. 3)정동영 김동철 김관영 주승용 위 쓰렉들이 영원히 사라졌으면 좋겠다.,3
"이재명, 김정은, 김영철, 김태우, 신재민, 손혜원으로..
끊임없이 빈깡통 조작해 흔드는 소음 틈에
김관진, 이재용, 우병우 풀려나고 (양승태 행복한 귀가 예상)
돈봉투, 섹검, 삼성바이오 무죄되고
투자 허세꾼 이재용은 무죄박두
빈깡통 흔들면서 다시 살아난
도로 친박당
도로 삼성공화국!",3
"맞네.. 최교일 예천군 국회의원..
예천 지자체 의원들이 데려다 달라고 주먹질 한 곳이 최교일이 먹었다고 자랑한 스트립바 아니었을까?
이건 합리적인 의심을 넘어 강한 확신에 가까운 거 아냐?
최교일이 예천 의원 벌금 중 상당 부분 책임져야겠네.
합법적인 술집 스트립바!!!",3
"역쉬 좃선. 
질문이 악의적이네(찢 스탈)
김태호와 신재민에 대한 정부의 자세가 좃선 입장에선 공격거리겠지. 그런데 문프는 다 알고 있으시네. 
문프의 입장은 확고함. 지금까지 정부가 대응한것과 다름없음. 
""정책의 최종결정권한은 대통령에게 있다.""",3
"문재인 대통령님
""우리 사회에 ‘경제 실패’ 프레임이 워낙 강력하게 작동하고 있어 그 성과가 국민들에게 제대로 전달되지 않는다”고 밝혔다.
당에서 자리깔고 나사빠진것들
불러다가 경제 망친거 처럼
씨부리게 만들기만해 
김민석 너 디져",3
"와... 궁찾사 통장... 알아보니 황당하네!!!!
총 15페이지(페이지당 39명) 총 585명 입금
근러나 8월 6일 공지에는 19페이지+6명 해서 708명 입금했다고 공지 함~
정말 2400만원 정도만 입금됐나?
궁찾사 박혜진 계좌의 통장원본 오픈해라.
궁찾사는 정렬맨 건드리지마!",3
"대통령기록물관리법 - 대통령기록물을 무단으로 은닉 또는 유출한 자를 7년 이하의 징역 또는 2천만원 이하의 벌금에 처하도록 규정한다
다스 창고의 이명박 청와대 문서 관련 '실수'라는 황당한 변명을 한 이명박 측.. 검찰은 기록물관리법 위반도 적용해서 엄벌해야!",3
"전희경, 잘한다~ 열심히 지껄여라~
류여해가 아웃돼서 서운했는데
잽싸게 때워 주는구나.
자한당을 망하게하는  일등공신이 될
자질이 차고 넘치는 기대주 전희경 홧팅!",3
"니가 부동산투기는 안 했는데 이해충돌 방지법은 위반했구나?
어제 외부자들에서 손혜원이 목포에서 한짓을 열나게 비판하더만.
ㅋㅋㅋ
300 개나리 모두 탈탈 털면 미세먼지 주의보가 뜰거시여. ㅋㅋ
[단독] 장제원, 가족운영 대학에 정부지원 확대 관여 의혹",3
"홍준표, 안철수, 유승민 청와대에서 열리는 신년인사회에 참석하지 않기로 했다고. 
세 놈 다 똑같다. 한국 정치 발전을 위해 사라져 줘야할 자들이다. 최소한의 예의는 갖추고 정치를 해야 할 것 아닌가? 이제 세 놈이서 야합하면 되겠네.",3
"지금정부.문정권.
벌써부터 이렇게
시끄러우면 임기후
자연인 돌아갈땐 어쩔려구?또.되풀이?
고발자들.양심고백들.
그리고 고소.고발.기소 유치장..구치소로?
감옥안간 댓통 누고?
전두.노태.김영.김대.
박근.이명...그리고?
김영삼 민주화투쟁때
김대중 민주화투쟁때
노무현 미리 서거하고
다음은?",3
"김경수 지사가 2년?
그것도 법정 구속으로?
아하! 그럼 이재명새끼는
사형은 각오해야겠는걸!
패륜에 기소가 3개나 됐는걸!
걍 집유나 벌금형만 나오면 안되는거지!
그치 창호새꺄!
양승태 아래 있던 만도 못한 놈들이 아직 많았구나!ㅆㅂ
적폐청산 완전 소각에 소멸에 멸종 때 까지 끝까지 가자!",3
"미국에서
이 년  을 손경식
붙혀노코
오래   훔치다가
이젠 제일교회 에서 가라 뒈져라
고깃점 개년아
를
떠들어서
케
노코
중앙교회 목사 도 우리  이다
애는 기생충 이지만~
그런 생각 을 한다
고문 하고 훔쳐 오면 먹는 애?
이상 짓 해서
키운 애  이다
그러면
킴베신저.가.남에집 에 오래들어가서",3
