"190102 
혼자 독감주사 맞아서 미안한 찌뉴오빠,,,",슬픔
ㅠㅠㅠㅠㅠㅠㅠ 지금 꼴 보면 너 김원장 어디갓냐고 할 듯 일어나서 머리감고 잘라야징....,슬픔
"늘 맨발이었을 것이다
사랑을 잃고서는 새가 부리를 가슴에 묻고 밤을 견디듯이 맨발을 가슴에 묻고 슬픔을 견디었으리라
/문태준, 맨발",슬픔
따흑...진짜 가슴아파요....백찬이 튼튼다리 돌려조라...돌려조......!!!!,슬픔
"잠이 안 와서 잠시 밖으로 나가봤다.
보름달 날 쳐다본다.슬프냐고 ..",슬픔
징비록 끝까지 보려고 했는데 선조 때뭉에 못보고 장영실도 장희제 때문에 못보고 정도전은 당연하지만 조재현 때문에 못보고...,슬픔
"AㅏAㅏ.............미세먼지 이 쉬브럴거 ㅠㅠㅠ 제가 다 마실게요 제발 잠좀 주무세요 대통령님 ㅠㅠㅠㅠㅠ
문대통령 ""미세먼지 '나쁨'이면 가슴 철렁..특단 대책 강구하라"" | 다음 뉴스",슬픔
예전엔 새벽탐라에 흑막추플로우 라고 하면서 쥬 예쁜 정색짤 해쉬태그로 공유하고 핫슬 야채모에화 플로우라고 아보카도하슳 청경채 하슳 이럼서 사진 올렸었는데 이제 새벽되면 그냥 다들.... 블베 개새끼야만 외치는.. 슬픈 ㅠ,슬픔
"사실 개인적으로 이 기간에 개발되었던 로봇 중 가장 안타까운 케이스는 Wall-E 이다. 
시연도 가졌던 모양인데 결국엔 너무 무거워서 관객의 발이 깔리면 정말 큰일 날 수 있다는 등의 문제점들이 있어서 파크에 정식으로 돌아다니지도 못하였다ㅜ",슬픔
"ㅠㅠ맞아요..
강환불 기간다되가는거 하나 있길래 젤 구린템에 바르자! 
하구 발랏는데 더 구려져서..
3개 더 사서 발랏는데 계속 망하더니 최종이 젤 망햇서
ㅋㅋㅋㅋㅋㅋㅋㅋ 화나서 멮껏다 ㅠㅠ
스타포스도 무서워서 못해..ㅠ
템 터지면 그날루 메접할듯ㅜㅜ",슬픔
"20171230 부산콘
이날 링거까지 맞았다던 수원오빠...
아프지마요.. -_ㅠ",슬픔
프듀 이후로 애가 정말 한 번도 안 울길래 지나가는 말로 씩씩하다 단단한 애다 했는데 오늘 보니까 아니던데요 그냥 아직도 제 또래같은 애던데요 ㅠㅠㅠ 김재환 지금까지 참고 있던거던데요 ㅜㅜㅠㅠㅠㅠㅠㅠㅠ,슬픔
"..그리고 정기검진에서 충격적인 이야기를 들엇다
채소 몸 이제 다큰거래...더는 커지지 않을거래ㅠㅠ...
지금모습도 아주 사랑스러우니 되엇다,,
비록 몸은 11kg에서 멈추지만 채소의 심장에는 그레이트-그랜드-슈퍼-빅-초대형-믹스강아지의 정신이 깃들어있다네,,,",슬픔
"잘 지내냐는 안부는 안 듣고 싶어요
안부가 슬픔을 깨울 테니까요
슬픔은 또다시 나를 살아 있게 할 테니까요
검게 익은 자두를 베어 물 때
손목을 타고 다디단 진물이 흘러내릴 때
아 맛있다,라고 내가 말하고
나 혼자 들어요.
&lt;그래서, 김소연&gt;",슬픔
유장 너무 안쓰럽다. 교통사고 이후 회복되어서 집에 왔는데 동생 어디가고 없어서 진짜 울면서 하루종일 완전히 낫지 않은 몸으로 몇날 며칠 고래고래 소리지르면서 동네방네 뛰어다니면서 찾을것같은데 찾을수없고.. 유장입장에서는 가족들 죄다 빼앗긴거아냐.. 유비랑찍은 사진 안고 오열할듯..,슬픔
"헐 ㅜㅜㅜ안돼 같이 죽어야하는데ㅜㅜㅜ
아니 샘 진짜ㅜㅜ 순옥킴ㅜㅜㅜ!ㅠ큐ㅠㅠ",슬픔
아. 김동우 ㄱ보ㅗㄱ싶오.,슬픔
"예원이가 엠빅 심장 후벼팠어,,
아팠는데 아픈만큼 좋아서 슬펐어ㅠㅠ",슬픔
