내가 로빈 젤 사랑하는 이유는.. 다정이 디폴트 & 덮빈이라는 어마무시한 이유도 있지만 김태평이 왕 큰 대형견이었다는 사실을 알게 해줬기 때무니야 ㅠ ㅠ,1
영선언니 옳은 말씀이시다!,1
"20181116. 
나영이도 보다 더 예쁜 분이다~",1
"보컬이 진짜 중요한 게 메이트 노래 중에 내 띵곡은 전부 임헌일곡들. 사실 메이트 음악색 자체는 임헌일이 더 컸는데, 결국 갈라서선 보컬이 강한 정준일이 더 잘나감(물론 정준일이 만든 노래, 부른 노래도 엄청 좋아하지만)",1
"181223
오버워치 - 청년겐지
Overwatch - genji shimada
아주 잠깐 찍어주고 가셨는데도 멋진 사진 남겨주신 살라딘님... 그저 빛...
Pb. 살라딘님!",1
배칠수님 짱이죠~,1
"하얀 벙거지 모자 이쟁을 
다시 볼 수 있을거라 생각 못했어ㅠㅠㅠㅠㅠㅠ
진짜 너무너무너무너무 좋아 ㅠㅠㅠㅠㅠㅠㅠㅠ",1
"언젠가 했던 낙서
솔직히 최애캐는 일라이인데 정원사가 너무 귀여워서 계속 그리게 된다.... 내가그린건 안 귀엽지만 말이야...
아래고양이는 그냥 무시하세요…",1
"190131 HND  
무엘아 정말 고마워 >~<",1
"악 저번주토요일.. 씨앤알..일반스탭 노예했음
문화예술경영팀 김지현 팀장님 얼굴복지로 행복했네요.......
멋쁜 스탭님들 사랑하는 신입사원여러분 모두 뵙게되어서 즐거웠삼 주최님들 고생많으셨어요",1
이채은배우 너무 좋아한다,1
이다윗 잘생곀ㅅ어.....,1
"행복하게만 해줄게 
행복하기만 해 마크야",1
백현이 종대 사랑행,1
사랑해 신정아,1
세훈이는 바보oF... 바다의 보배 ㅠ,1
"아름다운 시 많이 썼자나요~
아름다운 사랑 하루하루 조금씩 드릴게요~",1
진짜 역이는 안 예쁜데가 없다ㅠㅠ갓 뒤로 나온 폭신폭신해 보이는 뒷머리랑 고개 숙일수록 앞으로 떨어지는 갓끈 장식도 그렇고 턱에 예쁘게 묶여있는 갓끈도ㅠㅠ 제일 예쁜 건 역시 물기 머금고 떨어지는 시선이랑 처연한 이목구비 꽉 차게 들어간 얼굴ㅠ 얼굴선도 부드러워서 역이랑 넘 잘어울려ㅠ,1
"35화에서
유토가 뙇! 하고나와서
뭐야 사카키 유우야가 왜 여기에! 이럴때
슌이 걔는 유토. 내 동료다. 라고
쉴드해주는 장면 좋아함",1
ㅋㅋㅋㅋㅋㅋ 조지 머리 헝클어지는거보고 희희.. 했는데 물뿌리고 얼굴 빨개지면서 울상지어ㅠㅠ너무귀여운데 웃겨ㅠㅠㅠ 리스랑 레잌이 뒤에서 하이파이브 한다고 둘이 ㅋㅋㅋㅋ,1
이연걸이 어릴때 내 카제하야였다고....변발의 카제하야...ㅋㅋㅋㅋ존나게 사랑햇는데 다시봐도 넘 좋아 히야..아주아주 담백하고 올곧게 생겼어 킄킄ㅋ,1
"김래원, 다시 만난 장미희에 ＂한번 안아 드려도 될까요?＂ 감동 (출처 : 흑기사 | 네이버TV) 
명품연기...b",1
"180114 홍보 프리뷰
Ｌ . Ｏ . Ｖ . Ｅ 
귀여운 광혀기가 엘오브이하니까
19990716배 귀여워 ㅠㅠㅠㅠㅠㅠㅠ
예쁘게 만들어줘서 고마워",1
"180228 두사랑 - 
살면서 한번쯤은 두사랑의 이해리 찍어보고싶잖아요?
흥부자 율동부자 랩부자 가창력부자!!!!",1
고창석 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개우ㅜㅅ겨 ㅠㅠㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
"우리오빠 목소리 
넘 좋은거 아냐!!^^**",1
"[INSTAGRAM] icha__official
 
전지윤님, 늘 화이팅하세요 :D
.
.
.
.
.",1
한게임 인공지능 바둑 한돌이가 신민준에 이어 이동훈도 연파! 오 제법인데?,1
"진자 임시완사랑맨이었스니,, 올해도 열심히 임시완사랑맨 할 것이다..",1
임수향 완전 이뻐ㅜㅜ ㅠ,1
장만옥도 앙코르와트 같이 갔구나 왠지 재밌다,1
그래도 이재윤은 잘살거같애 주민센터 네임드강사,1
