박지현 나왔어!!! 위성우가 또 신인들 내보냈네...ㅋㅋㅋㅋㅋㅋ,중립
"우리은행 위성우 감독 ""박지현 포지션, 아직 결정 못해""",중립
"'연패 탈출' 위성우 감독, ""박지현, 아직도 고교 농구 한다""",중립
우리은행 위성우 감독 전주원 코치는 전생에 나라를 구했던 것인가...21분의 1의 확률의 게임에서 위너가 되다니...,기쁨
박지현은 오케이경기 보면서 저기갔어야했다고 뼈저리게 느낄듯. 신인에게 트레이닝도 중요하지만 진짜는 경험임. 위성우가 왜 싫냐면(개인적인생각임) 홍보람최은실박다정 이런애들 수비 장착시켜서 딱딱 필요할때 ...,화남
"위성우 감독이 바라본 박지현은? ""어떤 부분에서는 박혜진보다 낫다""",중립
"MOONday
아이폰 x / xs / xs max 배경화면
오빠 느므 예뻐서 센터에 두고 싶어
달 위치 옮김
에릭의 잘생김 보고가셔요",기쁨
"데뷔 쇼케 자기도 눈물 참고 있었으면서
우는 막내 제일 먼저 뛰어가 안아주던 재현이
잘될거야 우리보이즈 소중해ㅠㅠㅠㅠㅠ",기쁨
"190131 솔직히 고백하자면 울고있는데 이유 1번. 영재가 너무 귀여워서, 이유 2번 살면서 이런 조명 처음봐서",기쁨
보는 순간 말랑해지는 기분. 열두살 에릭이 너무 귀엽네. 열세살 에릭이도 여전히 귀엽지요? 보고 싶다.,기쁨
"190123 ERIC으로 4행시 지어보겠습니다
E ㅔ릭 가온차트 수트빨
R eal로
I  뻐
C ㅏ랑해",기쁨
우리 영재 너무너무 사랑해.. 행복한 이틀이어써ㅠㅡㅠ영재팬이라 행복해.. 팬콘 정말x1222 멋있었어 손영재짱,기쁨
"케빈 친구 suggi 님이 워너원 박지훈  팬이신데, 케빈이 워너원 CD에 싸인 받아줬어요... 대휘 친구인 에릭한테 케빈이 부탁해서 캐나다로 택배 보내줬나봐... 에릭이랑 워너원 두 분 모두 너무 감사합니다",기쁨
[에릭] 음료수 원샷하는 우리 선우 ^^ 잘했어 칭구야!!,기쁨
"190127 팬콘
이젠 멋있는 영재",기쁨
"작가님 집착광공을 좋아하시는군요.....?!그렇다면 최애 소설도 궁금합니다! ? 핫 너무너무 좋아합니다...최애소설은 하나만 꼽을수가 없네요 흑흑 리페일님 열병,훼손,페일던, 이순정님 짐승 좋아합니다...!",기쁨
라따님이 순정의 반지도 직접 만들어주시고ㅠㅠㅠㅠ 무한감덩ㅠㅠㅠㅠㅠㅠㅠㅠ 라따님 제가 평생 모실게여ㅠㅠㅠ 정말 너무너무 감사합니다ㅠㅠㅠㅠ 라따님 고마워요~,기쁨
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 동군을 바라보는 지송이마저 웃기다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이 순정남아,기쁨
"이순정 작가님꺼 아녀라
이것도 볼만한데요",중립
동죽이 순정남인 모먼트가너무좋아나는미쳐,기쁨
아드리앙 진짜 너무 젠틀하다.. 정체 볼 수 있는데도 안보고 막 어휴 이 순정남,기쁨
춤신춤왕 노태현 어떠신지요,기쁨
아직까지도 라이더끼리 싸우는게 아닌지 걱정인 신지,중립
"대학생 스팁버키보고싶다
스티브 미술전공도 좋은데 둘다 체대생인건 어떠신지요
버키 부상때메 훈련 같이못해도 스티브 끝날때까지 기다렸다 같이가고 어느날은 늦게까지 운동하다 함뜨하고 (개연성x",중립
"나경원씨 왜 문프님이 이 문제에 대해 입장표명을 해야 합니까..??
자기 복심이 징역형받아서 얼마나 괴로운 마음이신지 알텐데.. 이거 두번 죽이는 거 아닙니까..??
청와대에 가서 항의할 시간에 국회에서 일이나 하세요. 법안이나 만들어요.
저런 놈들 세비 주는게 아깝다..",화남
"김경수
손석희
손혜원
서영교
김규식
조   국
임종석 등의 좌파 운동권 출신들을 보면서 한국정치/사회의 최대의 
걸림돌/적폐는 
바로 386 운동권이라는 생각이다.
여러분들의 의견은 어떠신지요?",화남
한남밴드맨은 왜 저러는거지 한줌인디에서 줄달린 악기좀 친다고 뭐 되는줄아나 뭐가 되어도 동의 없이는 하면 안됩니다 지들이 무슨 라이언맥긴리 청춘 그 찬란한 기록인척 하네 걍 이외수인데,화남
이외수 최고의 문학적 성취는 존버가 아닐까,중립
왜지... 이외수 졸라 싫어하는데 왜 팔로우가 되어 있었을까요...? 소름,화남
오늘 시작된 화천 '산천어 축제'에서 이외수 홍보대사를 찾아라!!,중립
"닉슨대통령 탄핵사유도 거짓말.
이명박근혜대통령도 거짓말을. 정진후도 여론조사 허위 광고 거짓말 쟁이! 정의당은 사과하라.  이재정은 대구로!",화남
새로 부임하신 이규문 화천 경찰서장님과 감성마을 이외수 문학관에서  홍보 사진을 찍다.,중립
"화가 트위터 현황
- 맞차단
한웅변호사
이외수
탐정말로
이프레스 편집인
이경철
발해
왕수
- 차단
쪽발이, 찢발이",화남
이외수도 그렇고 지가 좆구린거 만들어놓고 문해력 운운하는건 예술맨 패시브인가봄,화남
"얼마 전 산천어축제 홍보대사인 이외수 작가 및 축제 주최측에서 산천어축제를 비판한다고 비판했었죠. 그에 대해 다시 한번, 김산하 생명다양성재단 사무국장이 반박문을 올립니다.",중립
"정진후의 허위 광고!  
이정국은 심재철과 1,700 표차!
정진후는 이정국의 절반이하. 심상정은 사과하라! 이재정은 현실을 직시 하라!",화남
이외수네 걸러 걸러,화남
이다윗 잘생곀ㅅ어.....,기쁨
"‘더 테러 라이브’ 박신우 役 이다윗, 근황은?…남친짤 탄생",중립
스윙키즈 드디어 봄. 캐릭터들이 참 좋다. 로기수의 반항적이면서 끼넘치는 소년미와 양판래의 또랑또랑하고 당찬 매력이 특히 좋고. 연기도 다들 잘했다. 도경수 박혜수 연기 처음보는데 기대 이상. 이다윗은 갈수록 좋아지는 엄청난 배우. 춤 장면들 너무 좋고 음악과 음향 다 너무 좋다. 그런데..,기쁨
중학교 때 애들이랑 다 같이 봤는데 그때 반 애들 다 이다윗 사랑했음...,기쁨
나는 진짜 이다윗이 싫어,화남
이다윗배우 연기 잘해서 좋다,기쁨
"그렇게보니 긍정이체질, 순정에서 만났던 경수와 이다윗 배우님의 연기가, 사상이라는 것에 얽매이지 않아도 될 때 기수와 광국이가 평범한 현실친구로 남게 된다면 이렇지 않았을까 하는 가정을 보여주는 것 같아 거 묘하네.",중립
"[실시간 2위 더 테러 라이브] '더 테러 라이브'박신우 役 이다윗, 근황은?…남친짤 탄생",중립
이다윗 고마워,기쁨
저분은.. 이다윗 배우님이십니당...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ??ㅋ?ㅋ?ㅋ 저때가 학교2015 후아유때일껄요??,중립
이다윗 연기할때랑 평소랑 사람 너무 달라져서 무서울때 잇는대 특히 스윙키즈,중립
"3. 카드캡터체리 다이도우지 토모요/신지수
이분도 제가 정말 사랑함....오지는 미모..노래도 잘해요 심지어ㅓ(붕방ㅇ",기쁨
"""이범석은 '명'이라는 이름은 가명이고 성명을 밝히고 싶지 않다고 썼는데, 당시 베를린대학에서 교편을 잡으며 열심히 철학을 파고들고 있었다는 그 인물은 강세형이었을 것이다."" 가명을 쓴 이유는 52년 정부통령 선거서 강세형이 함태영을 지원해서 척을 져서. 후지이 다케시 선생님은 이리 쓰네요",중립
광복군 ‘국내 진공작전’ 앞두고 일본 항복…김구의 통탄,중립
"눈에 띄는 신인이나 유망주는 있었나. 있었다면 어느 면이 눈에 띄었나.
▲김선빈은 내야수로서 안정감이 보이고, 백용환은 공격배팅능력이 좋아 보였다. 또 고우석과 이범석 등 젊은 유망주들이 좋은 볼을 가지고 있다.
(2007년도 前조범현 감독님의 말씀이십니다)",중립
"살라딘은 누레딘의 군에 입대하면서 경력을 쌓기 시작했습니다. 그러나 시르쿠의 이집트 원정이 있기 전까지는 지휘관으로서 크게 두각을 드러내지는 못했지만, 살라딘이 문자 그대로 '혜성'처럼 역사에 화려하게 등장하는 무대는 카이로였습니다.",중립
살라딘. 지금은 백작이 되었다지. 거슬려..,화남
살라딘의 동상을 볼 때 주목해야 할것이 있는데 살라딘이 날 끝을 앞으로 향하게 한 채 오른손에쥐고있는 칼이입니다 보기에는 그저 그런 칼로밖에 보이지 않지만 이 한 자루의 칼에 철의 역사에관한흥미로운 에피소드가담겨있습니다 이 칼의 이름은 다마스쿠스 검,중립
"살라딘은 현재 터키, 이란, 이라크의 접경 지역을 근거로 자신들의 나라를 세우고자 투쟁하던 쿠르드 족 출신이며. 쿠르드 족은 아리안 계열의 유목민이었습니다. 험난한 자연환경에서 자연스럽게 단련된 쿠르드 족 남자들은 당대 최고의 용병으로 통했습니다.",중립
"1187년의 '하틴의 뿔' 전투는 영화 >에도 등장하는 전투입니다. 살라딘이 이끄는 아이유브 왕조 이슬람군이 예루살렘왕국의 병력을 사실상 전멸시킴으로서 예루살렘왕국 일대의 땅을 다시 가져왔으며, 이는 제3차 십자군의 원인이 되죠.",중립
저 지금 울고 잇슴 살라딘님 개쩐다 진자,기쁨
살라딘님... 쵝오다 ...쵝오.. 쩐다....오졌다.....,기쁨
생각해보니까 자발라나 살라딘이나 아이코라 같은 인물들 일반 사람 입장에서는 걸어다니는 역사책 아닌가. 책 읽다가 모르는 부분 있으면 직접 찾아가서 물어보는 사람 있지 않을까.,중립
"181223
오버워치 - 청년겐지
Overwatch - genji shimada
아주 잠깐 찍어주고 가셨는데도 멋진 사진 남겨주신 살라딘님... 그저 빛...
Pb. 살라딘님!",기쁨
미ㅣ미ㅣ미ㅣ미미미미ㅣ미ㅣ밎친 우주섹시 사에코테를 봐죠요 악악악 넘 이뻐서 지구뿌실거임 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ넘 오져 사에야 사랑해 ㅜㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,기쁨
"당신을 좋아하기 때문입니다,사에코씨.",기쁨
사에코 요즘 사진 안찍나,중립
솔직히 사에코 누님이 웬만한 남케들보다 멋짐... 제가 많이 사랑합니다 누님... ㅠㅠㅠㅠㅠㅠ,기쁨
"뭐야?! 이거 뭐야?! 이 개멋진 일러스트 뭐야?! 언니들 일러스트 뭐야???!??! 시미즈 뭐야?!?? 사에코 뭐야?!??!? 야치!!!!!! 뭐야앜?!?!?!??!? 이거 뭐얔?!??!?!?!?!??!?!!??!?!!?!??!?!??!?!?!
전부 너무 쩔어서 진짜 뭐야만나와 뭐야!!!!!!!!!!!",기쁨
"190127 인기가요 퇴근길 소원,은하
퇴근 못보나 했는데 열어줘서 고마워!
그랜드슬램 축하해!",기쁨
"예원이가 엠빅 심장 후벼팠어,,
아팠는데 아픈만큼 좋아서 슬펐어ㅠㅠ",슬픔
"190131 엠카 
멀어지는 은하가 당기면 핑그르르 도는 여친 짜릿",중립
라면 제국 군복을 입은 시마가 특유의 말투로 “민주주의에 한때 역사적 의미가 있었다는 것은 부정하지 않지만 마르크스주의나 케인즈주의 경제학처럼 이제는 그 효용을 다한 이데올로기입니다 사회적 혼란기에는 강력한 리더쉽이 필요하죠” 하면서 막 전제군주정 옹호할 것 같은데.,중립
"[미래일보] 이용섭 광주시장, 설 명절 시민건강·안전대책 특별지시",중립
"이용섭 시장, 예타면제 예산 증액 등 건의",중립
"이용섭 시장, 민주당에 예타면제 예산 증액 및 수영대회 지원 건의",중립
"[포토] 이용섭 광주시장, 김배길 애국지사 방문 / 브레이크뉴스",중립
"이용섭 광주시장, 예타면제 예산 증액 및 수영대회 지원 건의-민주당 시도지사 간담회에서 주요현안 건의..예비타당성조사 면제, 유일한 R&D 사업으로 예산증액 등 재검토 요청..민주당 차원 광주세계수영선수권대회 지원위원회 등 신설 요청 전남조은뉴스",중립
이용섭 광주광역시장 신년사 전방위적 혁신과 소통,중립
"이용섭 광주시장, '품격있는 문화도시 광주' 만들겠다",중립
저때 약간 이용섭박사같애,중립
"[포토] 이용섭 광주광역시장, 2019년 호남지역 중소기업인 신년인사회 참석 ? 온투데이",중립
"이용섭 시장, 설 명절 앞두고 민생현장 탐방",중립
"이용섭 광주시장 ""5.18, 전국화 세계화 필요하다"" - 이뉴스투데이",중립
"이용섭 시장, 전통시장 등 민생현장 방문",중립
"[포토] 이용섭 광주시장, 시체육회 신년하례회 참석 / 브레이크뉴스",중립
"[미래일보] 이용섭 광주시장, 예타면제 예산 증액 및 수영대회 지원 건의",중립
"'광주형 일자리'타결…노사상생형 일자리 창출 첫걸음 뗐다,지자체 주도 노사민정 대타협 첫 사례…타지역 확산 기대,타업종 확산 가능성은 미지수…""경사노위에 악영향""기존 임금으로는 경형차(SUV)수익성없지만 '반값임금'이라면 채산성있어<=이용섭 시장님,수고하셨습니다^^",기쁨
"현장뉴스 모바일 사이트, 이용섭 시장, 기해년(己亥年) 떡국 나눔 행사 참석",중립
"이용섭 시장, `노사상생도시 광주` 선언",중립
이용섭 시장 과잉의욕이 부른 '광주형 일자리 민낯'(종합),중립
"[포토] 이용섭 시장, 광주전남경제단체연합회 신년인사회 참석 / 브레이크뉴스",중립
"문재인 대통령·이용섭 광주시장, 광주시-현대자동차 투자협약식 참석",중립
"이용섭 광주시장, 공공기관 성과 창출 직접 챙긴다- DJ센터 시작으로 ‘공공기관 현장 대화’경영 혁신 드라이브 시동..기존 업무보고와 달리 세부 성과창출?실천 계획 약속 받아..2019년 ‘정의롭고 풍요로운 광주’ 건설 원년,공공기관부터 앞장..전남조은뉴스",중립
24일 우리 북구 동림동 장애인종합복지관을 찾았습니다. 이용섭 시장님과 함께 민원해결을 위한 현장 경청의 날을 운영했습니다. 오래된 시설이라 보수해야 할 곳이 많습니다. 수영장 내 화장실 설치 등이 시급하다는 건의가 있었습니다. 화장실은 설치하기로 시장님과 약속을 했습니다.,중립
"한전공대는 한국전력과 그 부대시설이 집중돼있는 나주에 세우는것이 맞지,이용섭이 이 가묻없는 색히는 낙후된곳끼리 소모적인 경쟁이나 하고 쳐자빠져있냐,응?이용섭이의 무능함이야 14년지선에서 속속들이알아 1도 기대없다만 그럴시간에 거리 청소나해,응?넘흐드럽자나아.",화남
"이용섭 광주시장 ＂문화와 일자리 연결, 미래 먹거리 견인하겠다＂ (출처 : 한국경제 | 네이버 뉴스)",중립
참으로 무능한 문재인이다.ㅠ 아니 와중에서 이용섭 이목희 같은 인간들 일자리수석으로 기용했으니 이건 뭐 장난하자는 것도 아니고..ㅠ 그저 참담할 따름이다. 나 같았으면 그야말로 목숨을 걸고 발로 뛰며.. 에휴 답답하다.ㅠㅠ[사설]‘일자리정부’의 참담한 일자리 성적표,화남
"[2019.1.26일 ‘노동조합 관련 해직 공무원 
이용섭 광주시장도 원직복직법 제정 촉구 서명에 동참하셨어요.
사진 제공: 채시병
징계 남용으로 해직된 공무원 136명의 16년 세월을 원상 회복시켜야 합니다.",중립
"현장뉴스 모바일 사이트, 이용섭 시장 “광주은행 임직원들의 온누리상품권 구매는 지역민과 상생”",중립
"전두화니 똘마이 이용섭이가 뭐 잘하는거 있다고 리트윗 쳐 올리나
광주 일자리에서 봉께 무노조 소신도 대단하더구나
앞으로 이용섭이 동정 리트윗하면 다 아웃이다",화남
"이용섭 광주광역시장이 
31일 오후 시청 1층
 시민숲에서 열린 ‘2018년도 우수공무원 시상 및 다과회’에 참석해 행사 시작 전에 '사랑의 온도탑' 캠페인에서 이웃돕기 성금을 넣고 있다",중립
"민주당은 4대강 사업에 대한 국정조사와 예비타당성조사 요구안을 8일 국회에 제출했다. 민주당 이용섭 의원은 ''작은 도로 공사만 하더라도 예비타당성 조사를 하게 마련인데, 정부는 22조원 가운데 약 90%인 19조 7천억원의 사업이 대상에서 제외됐다''''고 지적했다.",중립
"어제는 이용섭 광주시장늠 리트윗 하는 분 아웃시켰다
앞으로 문재인이꺼도 리트윗 하지 마라
다 아웃해블랑게
재수없다 퉤~~",화남
"현장뉴스 모바일 사이트, 이용섭 시장 “광주형 일자리 확산, 풍요로운 광주 시대 열겠다&quot;",중립
"ㆍ광주전남경제단체 공동 신년 하례회
ㆍ1월17일 광주 홀리데이인 호텔....이용섭 광주시장ㆍ윤병태 전남 정무부지사 등 참석
‘새해 도약 다짐?단체 간 상호협력의 장 마련
☞원문보기(광주리포트)- 
☞ ""  (네이버)-…",중립
어디까지가 넋두리고 어디까지가 시인지 모르겠으면 오규원의 현대시작법을 읽읍시다. 등단을 비판하는 건 좋지만 시랑 넋두리를 구분 못 한다고 말하면 그냥 기초가 부족한 거죠.,중립
"오규원의 동시는 시인의 시선으로 세계를 판단하고 재단하지 않을 뿐만 아니라, 계몽적 태도를 취하거나 세계를 해석하지도 않는다.",중립
"오규원 시인의 동시집 『나무 속의 자동차』
?이 동시집은 봄, 여름, 가을, 겨울, 자연 등이 많이 등장해요. 도시를 노래하던 시인인데 동시에서는 자연을 노래한다는 점이 새롭고 좋았어요.?",중립
배두나가 짱이다앜,기쁨
두나배... 영화무대인사로 만난 배우는 원빈 님이 처음이자 마지막이었는데(무대인사 있는지도 몰랐던) 킹덤으로 배두나님을 실제로 만나게 되다니 너무나도 럭키!,기쁨
심지 굳고 단단한 사람들을 좋아한다. 의연하고 흔들리지 않는 멘탈의 소유자. 김연아. 배두나.,기쁨
배두나는 ‘우리 좀비 가족 40명은 정말 춥고 고생스러웠다.’ 며 ‘엄청난 연기력과 신체조건을 갖춘 분들’ 이라고 했다. / 킹덤 발표회때 배두나. 말 이쁘게 하는 것 좀 봐.,기쁨
"배두나
저는 조승우 씨 대단하다고 생각한 게 자기가 분위기를 만들더라고요. 사실 모든 배우가 앙상블인데 그가 만들어놓은 분위기에 맞춰서 따라가게 되는 거예요. 그래서 너무 좋았던 것 같아요. ‘만약에 조승우가 아니었다면 이게 됐을까?’ 싶었어요.",기쁨
"190121 킹덤 레카 주지훈 배두나
뒤에 잇는 스크린 재질이 궁금하셧던짘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
스윽 만져보고 제자리로 돌아오심 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅈㅈㅎㄱㅇㅇ
(그 와중에 이쁜 드나쨩",기쁨
"배두나씨하면 사진가로서 기억나는건 역시 2005년쯤인가 사진책을 쓰셨던. 본인이 찍은 사진보다 찍힌 사진이 많은 책이긴 했지만ㅎ 당시 필름사진 붐을 일으키고, 책에 나온 라이카 m6 카메라 가격 상승을 불러오기도 했던.. 그해 ‘사진’책 베스트셀러였죠..ㅎ 물론 전 쎄씨 모델 하실때부터 좋아함.",기쁨
킹덤 제작발표회 배두나가 너무 멋있다,기쁨
사랑해 배두나,기쁨
재윤이 60대엔 백일섭 느낌날거같음,중립
사람이  좋다    방송 이후 꾸준한 운동을 통해 건강을 되찾은 백일섭!    영상,중립
"류진?백일섭?이사강♥?빅플로 론, ‘모던 패밀리’ 합류…2월 첫 방송 (공식)",중립
"추운데 짧게 입고 다니는 세리 보고 너무 걱정할거래 엄마로써ㅠㅠ
맘 따뜻한 윤세아에게 치입니다",기쁨
윤세아 인스타 귀엽ㅎㅎ,기쁨
염정아 이거 뭐야 윤세아 어깨에 손 걸친 거 뭐야 존좋 시바,기쁨
"[단독] 'SKY캐슬' 컵라면이 해냈다, 김병철x윤세아 동반 CF 촬영 
'SKY 캐슬' 김병철의 눈물젖은 컵라면 먹방이 결국 광고주에게 어필했다. JTBC 금토드라마 'SKY 캐슬'에 출연 중인 김병철과 윤세아는 오는 31일 함께 컵라면 CF를 찍는다.",중립
